[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Connection id "0HNE3IR09L07F" accepted.
[2025-07-15 20:14:43 | ThreadId: 3 | INF] Route matched with {action = "Login", controller = "Account"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Login(Microsoft.AspNetCore.Identity.Data.LoginRequest) on controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server).
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Execution plan of authorization filters (in the following order): ["None"]
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Execution plan of resource filters (in the following order): ["None"]
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Execution plan of action filters (in the following order): ["Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000)","Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000)"]
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Execution plan of exception filters (in the following order): ["None"]
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Execution plan of result filters (in the following order): ["Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000)"]
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Executing controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Executed controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' using the name '' in request data ...
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Selected input formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonInputFormatter' for content type 'application/json'.
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000002": started reading request body.
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000002": done reading request body.
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] JSON input formatter succeeded, deserializing to type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:14:43 | ThreadId: 3 | DBG] Done attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] List of registered output formatters, in the following order: ["Microsoft.AspNetCore.Mvc.Formatters.HttpNoContentOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StringOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StreamOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter"]
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] No information found on request to perform content negotiation.
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] Attempting to select an output formatter without using a content type as no explicit content types were specified for the response.
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] Attempting to select the first formatter in the output formatters list which can write the result.
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] Selected output formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter' and content type 'application/json' to write the response.
[2025-07-15 20:14:45 | ThreadId: 3 | INF] Executing OkObjectResult, writing value of type '<>f__AnonymousType0`1[[System.String, System.Private.CoreLib, Version=9.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
[2025-07-15 20:14:45 | ThreadId: 3 | INF] Executed action myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server) in 1498.9506ms
[2025-07-15 20:14:45 | ThreadId: 3 | INF] Executed endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:14:45 | ThreadId: 3 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:14:45 | ThreadId: 3 | INF] Request finished HTTP/1.1 POST http://localhost:5138/api/account/login - 200 null application/json; charset=utf-8 1539.5218ms
[2025-07-15 20:15:10 | ThreadId: 16 | INF] Request starting HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - null null
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] OPTIONS requests are not supported
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] Request matched endpoint '405 HTTP Method Not Supported'
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:15:10 | ThreadId: 16 | INF] CORS policy execution successful.
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] The request is a preflight request.
[2025-07-15 20:15:10 | ThreadId: 16 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:15:10 | ThreadId: 16 | INF] Request finished HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - 204 null null 27.6835ms
[2025-07-15 20:15:10 | ThreadId: 18 | INF] Request starting HTTP/1.1 POST http://localhost:5138/api/account/login - application/json 47
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] POST requests are not supported
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)' with route pattern 'api/Account/login' is valid for the request path '/api/account/login'
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Request matched endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:15:10 | ThreadId: 18 | INF] CORS policy execution successful.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] AuthenticationScheme: Bearer was not authenticated.
[2025-07-15 20:15:10 | ThreadId: 18 | INF] Executing endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:10 | ThreadId: 18 | INF] Route matched with {action = "Login", controller = "Account"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Login(Microsoft.AspNetCore.Identity.Data.LoginRequest) on controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server).
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Execution plan of authorization filters (in the following order): ["None"]
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Execution plan of resource filters (in the following order): ["None"]
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Execution plan of action filters (in the following order): ["Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000)","Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000)"]
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Execution plan of exception filters (in the following order): ["None"]
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Execution plan of result filters (in the following order): ["Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000)"]
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Executing controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Executed controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' using the name '' in request data ...
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Selected input formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonInputFormatter' for content type 'application/json'.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000004": started reading request body.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000004": done reading request body.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] JSON input formatter succeeded, deserializing to type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:15:10 | ThreadId: 18 | DBG] Done attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] List of registered output formatters, in the following order: ["Microsoft.AspNetCore.Mvc.Formatters.HttpNoContentOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StringOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StreamOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter"]
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] No information found on request to perform content negotiation.
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] Attempting to select an output formatter without using a content type as no explicit content types were specified for the response.
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] Attempting to select the first formatter in the output formatters list which can write the result.
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] Selected output formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter' and content type 'application/json' to write the response.
[2025-07-15 20:15:12 | ThreadId: 18 | INF] Executing OkObjectResult, writing value of type '<>f__AnonymousType0`1[[System.String, System.Private.CoreLib, Version=9.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
[2025-07-15 20:15:12 | ThreadId: 18 | INF] Executed action myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server) in 1906.483ms
[2025-07-15 20:15:12 | ThreadId: 18 | INF] Executed endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:12 | ThreadId: 18 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:15:12 | ThreadId: 18 | INF] Request finished HTTP/1.1 POST http://localhost:5138/api/account/login - 200 null application/json; charset=utf-8 1918.8057ms
[2025-07-15 20:15:56 | ThreadId: 17 | INF] Request starting HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - null null
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] OPTIONS requests are not supported
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] Request matched endpoint '405 HTTP Method Not Supported'
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:15:56 | ThreadId: 17 | INF] CORS policy execution successful.
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] The request is a preflight request.
[2025-07-15 20:15:56 | ThreadId: 17 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:15:56 | ThreadId: 17 | INF] Request finished HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - 204 null null 66.5954ms
[2025-07-15 20:15:56 | ThreadId: 21 | INF] Request starting HTTP/1.1 POST http://localhost:5138/api/account/login - application/json 47
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] POST requests are not supported
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)' with route pattern 'api/Account/login' is valid for the request path '/api/account/login'
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Request matched endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:15:56 | ThreadId: 21 | INF] CORS policy execution successful.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] AuthenticationScheme: Bearer was not authenticated.
[2025-07-15 20:15:56 | ThreadId: 21 | INF] Executing endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:56 | ThreadId: 21 | INF] Route matched with {action = "Login", controller = "Account"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Login(Microsoft.AspNetCore.Identity.Data.LoginRequest) on controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server).
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Execution plan of authorization filters (in the following order): ["None"]
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Execution plan of resource filters (in the following order): ["None"]
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Execution plan of action filters (in the following order): ["Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000)","Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000)"]
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Execution plan of exception filters (in the following order): ["None"]
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Execution plan of result filters (in the following order): ["Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000)"]
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Executing controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Executed controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' using the name '' in request data ...
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Selected input formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonInputFormatter' for content type 'application/json'.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000006": started reading request body.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000006": done reading request body.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] JSON input formatter succeeded, deserializing to type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:15:56 | ThreadId: 21 | DBG] Done attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] List of registered output formatters, in the following order: ["Microsoft.AspNetCore.Mvc.Formatters.HttpNoContentOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StringOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StreamOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter"]
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] No information found on request to perform content negotiation.
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] Attempting to select an output formatter without using a content type as no explicit content types were specified for the response.
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] Attempting to select the first formatter in the output formatters list which can write the result.
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] Selected output formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter' and content type 'application/json' to write the response.
[2025-07-15 20:15:58 | ThreadId: 21 | INF] Executing OkObjectResult, writing value of type '<>f__AnonymousType0`1[[System.String, System.Private.CoreLib, Version=9.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
[2025-07-15 20:15:58 | ThreadId: 21 | INF] Executed action myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server) in 1686.874ms
[2025-07-15 20:15:58 | ThreadId: 21 | INF] Executed endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:15:58 | ThreadId: 21 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:15:58 | ThreadId: 21 | INF] Request finished HTTP/1.1 POST http://localhost:5138/api/account/login - 200 null application/json; charset=utf-8 1688.9215ms
[2025-07-15 20:17:38 | ThreadId: 19 | INF] Request starting HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - null null
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] OPTIONS requests are not supported
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] Request matched endpoint '405 HTTP Method Not Supported'
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:17:38 | ThreadId: 19 | INF] CORS policy execution successful.
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] The request is a preflight request.
[2025-07-15 20:17:38 | ThreadId: 19 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:17:38 | ThreadId: 19 | INF] Request finished HTTP/1.1 OPTIONS http://localhost:5138/api/account/login - 204 null null 1.2778ms
[2025-07-15 20:17:38 | ThreadId: 22 | INF] Request starting HTTP/1.1 POST http://localhost:5138/api/account/login - application/json 47
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] POST requests are not supported
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] 1 candidate(s) found for the request path '/api/account/login'
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)' with route pattern 'api/Account/login' is valid for the request path '/api/account/login'
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Request matched endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] The request has an origin header: 'https://127.0.0.1:61392'.
[2025-07-15 20:17:38 | ThreadId: 22 | INF] CORS policy execution successful.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] AuthenticationScheme: Bearer was not authenticated.
[2025-07-15 20:17:38 | ThreadId: 22 | INF] Executing endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:17:38 | ThreadId: 22 | INF] Route matched with {action = "Login", controller = "Account"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Login(Microsoft.AspNetCore.Identity.Data.LoginRequest) on controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server).
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Execution plan of authorization filters (in the following order): ["None"]
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Execution plan of resource filters (in the following order): ["None"]
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Execution plan of action filters (in the following order): ["Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000)","Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000)"]
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Execution plan of exception filters (in the following order): ["None"]
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Execution plan of result filters (in the following order): ["Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000)"]
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Executing controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Executed controller factory for controller myapp_customerwebapp_azure.Server.Controllers.AccountController (myapp-customerwebapp-azure.Server)
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' using the name '' in request data ...
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Selected input formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonInputFormatter' for content type 'application/json'.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000008": started reading request body.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Connection id "0HNE3IR09L07F", Request id "0HNE3IR09L07F:00000008": done reading request body.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] JSON input formatter succeeded, deserializing to type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Done attempting to bind parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest' ...
[2025-07-15 20:17:38 | ThreadId: 22 | DBG] Done attempting to validate the bound parameter 'user' of type 'Microsoft.AspNetCore.Identity.Data.LoginRequest'.
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] List of registered output formatters, in the following order: ["Microsoft.AspNetCore.Mvc.Formatters.HttpNoContentOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StringOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.StreamOutputFormatter","Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter"]
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] No information found on request to perform content negotiation.
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] Attempting to select an output formatter without using a content type as no explicit content types were specified for the response.
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] Attempting to select the first formatter in the output formatters list which can write the result.
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] Selected output formatter 'Microsoft.AspNetCore.Mvc.Formatters.SystemTextJsonOutputFormatter' and content type 'application/json' to write the response.
[2025-07-15 20:17:40 | ThreadId: 22 | INF] Executing OkObjectResult, writing value of type '<>f__AnonymousType0`1[[System.String, System.Private.CoreLib, Version=9.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
[2025-07-15 20:17:40 | ThreadId: 22 | INF] Executed action myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server) in 1752.2645ms
[2025-07-15 20:17:40 | ThreadId: 22 | INF] Executed endpoint 'myapp_customerwebapp_azure.Server.Controllers.AccountController.Login (myapp-customerwebapp-azure.Server)'
[2025-07-15 20:17:40 | ThreadId: 22 | DBG] Connection id "0HNE3IR09L07F" completed keep alive response.
[2025-07-15 20:17:40 | ThreadId: 22 | INF] Request finished HTTP/1.1 POST http://localhost:5138/api/account/login - 200 null application/json; charset=utf-8 1754.6668ms
[2025-07-15 20:23:44 | ThreadId: 24 | DBG] Connection id "0HNE3IR09L07F" received FIN.
[2025-07-15 20:23:44 | ThreadId: 24 | DBG] Connection id "0HNE3IR09L07F" disconnecting.
